,Code,Product label,,,,,,,,,,,,HS6Desc,BEC5Code1
4496,81350,Mixtures of nuts or dried fruits,,,,,,,,,,,,"Nuts, edible; mixtures of nuts or dried fruits of chapter 08",113101
4497,600522,"Dyed cotton warp knit fabrics """"incl. those made on galloon knitting machines"""", of a width ...""",,,,,,,,,,,,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04, of cotton, dyed",411220
4498,10392,"Live swine, weighing >= 50 kg (excluding pure-bred for breeding)",,,,,,,,,,,,"Swine; live, other than pure-bred breeding animals, weighing 50kg or more",1111
4499,520411,"Sewing thread, containing >= 85% cotton by weight (excluding that put up for retail sale)",,,,,,,,,,,,"Cotton; sewing thread, containing 85% or more by weight of cotton, not put up for retail sale",411220
4500,521051,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",,,,,,,,,,,,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing 200g/m2 or less, printed, plain weave",411220
4501,731811,Coach screws of iron or steel,,,,,,,,,,,,Iron or steel; threaded coach screws,311210
4502,220190,"Ordinary natural water, not containing added sugar, other sweetening matter or flavoured; ice ...",,,,,,,,,,,,"Waters; other than mineral and aerated, (not containing added sugar or other sweetening matter nor flavoured), ice and snow",113101
4503,10513,"Live domestic ducks, weighing <= 185 g",,,,,,,,,,,,"Poultry; live, ducks, weighing not more than 185g",1111
4504,911012,"Incomplete watch movements, assembled",,,,,,,,,,,,"Watches; incomplete movements, assembled",711220
4505,551422,"Woven fabrics containing predominantly, but < 85% polyester staple fibres by weight, mixed ...",,,,,,,,,,,,"Fabrics, woven; 3- or 4-thread twill, including cross twill, dyed, containing less than 85% by weight of polyester staple fibres, mixed mainly or solely with cotton, exceeding 170g/m2",411220
4506,730512,"Line pipe of a kind used for oil or gas pipelines, having circular cross-sections and an external ...",,,,,,,,,,,,"Iron or steel (excluding cast iron); line pipe of a kind used for oil or gas pipelines (not seamless), longitudinally welded (not submerged arc welded), having circular cross-sections, external diameter exceeds 406.4mm",311220
4507,845959,"Milling machines for metals, knee-type, not numerically controlled",,,,,,,,,,,,"Machine-tools; for milling by removing metal, knee-type, other than numerically controlled",212010
4508,580230,Tufted textile fabrics (excluding carpets and other floor coverings),,,,,,,,,,,,"Fabrics; tufted textile fabrics, excluding products of heading no. 5703",411220
4509,581099,"Embroidery of materials other than cotton or man-made fibres, on a textile fabric base, in ...",,,,,,,,,,,,"Embroidery; with visible ground, of textile materials (other than cotton and man-made fibres), in the piece, in strips or in motifs",411220
4510,810920,Unwrought zirconium; zirconium powders,,,,,,,,,,,,"Zirconium; unwrought, powders",311210
4511,843050,"Self-propelled earth-moving machinery, n.e.s.",,,,,,,,,,,,"Machinery; for handling earth, minerals or ores, self-propelled, n.e.c. in heading no. 8430",212010
4512,20322,"Frozen hams, shoulders and cuts thereof of swine, with bone in",,,,,,,,,,,,"Meat; of swine, hams, shoulders and cuts thereof, with bone in, frozen",113101
4513,230250,"Bran, sharps and other residues of leguminous plants, whether or not in the form of pellets, ...",,,,,,,,,,,,"Bran, sharps and other residues; of leguminous plants, whether or not in the form of pellets, derived from the sifting, milling or other workings thereof",111210
4514,460193,"Plaits and similar products, of rattan plaiting materials, whether or not assembled into strips; ...",,,,,,,,,,,,"Plaiting materials, plaits and similar products of plaiting materials; (not mats, matting or screens), of rattan",313202
4515,440726,"White lauan, white meranti, white seraya, yellow meranti and alan, sawn or chipped lengthwise, ...",,,,,,,,,,,,"Wood, tropical; white lauan, white meranti, white seraya, yellow meranti and alan, sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, thicker than 6mm",311210
4516,540834,"Woven fabrics of yarn containing predominantly, but < 85% artificial filament by weight, incl. ...",,,,,,,,,,,,"Fabrics, woven; of artificial filament yarn, of artificial monofilament, strip and the like, n.e.c. in heading no. 5408, printed",411220
4517,441840,Wooden shuttering for concrete constructional work (excluding plywood boarding),,,,,,,,,,,,Wood; shuttering for concrete constructional work,311210
4518,600643,"Fabrics, knitted or crocheted, of artificial fibres, of yarns of different colours, of a width ...""",,,,,,,,,,,,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04, of artificial fibres, of yarns of different colours",411220
4519,382481,"Mixtures and preparations containing oxirane """"ethylene oxide""""""""",,,,,,,,,,,,"Chemical products, mixtures and preparations; containing goods specified in Subheading Note 3 to this Chapter; containing oxirane (ethylene oxide)",211210
4520,370255,"Photographic film, sensitised, in rolls, unexposed, with perforations, for colour photography ...""",,,,,,,,,,,,"Photographic film; for colour photography (polychrome), in rolls, sensitised, unexposed, of a width exceeding 16mm but not 35mm and of a length exceeding 30m (other than of paper, paperboard or textiles)",611220
4521,630630,"Sails for boats, sailboards or landcraft, of textile materials",,,,,,,,,,,,"Sails; for boats, sailboards or landcraft",413202
4522,551319,"Woven fabrics containing predominantly, but < 85% synthetic staple fibres by weight, mixed ...",,,,,,,,,,,,"Fabrics, woven; containing less than 85% by weight of synthetic staple fibres (other than polyesters), mixed mainly or solely with cotton, not exceeding 170g/m2, unbleached or bleached",411220
4523,291250,Cyclic polymers of aldehydes,,,,,,,,,,,,Aldehydes; cyclic polymers of aldehydes,211220
4524,540120,"Sewing thread of artificial filaments, whether or not put up for retail sale",,,,,,,,,,,,"Sewing thread; of artificial filaments, whether or not put up for retail sale",411220
4525,400130,"Balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, ...",,,,,,,,,,,,"Balata, gutta-percha, guayule, chicle and similar natural gums; in primary forms or in plates, sheets or strip",1111
4526,830621,"Statuettes and other ornaments, of base metal, plated with precious metal (excluding works ...",,,,,,,,,,,,Statuettes and other ornaments; of base metal plated with precious metal,313202
4527,610729,"Men's or boys' nightshirts and pyjamas of textile materials, knitted or crocheted (excluding ...",,,,,,,,,,,,"Nightshirts and pyjamas; men's or boys', of textile materials (other than cotton or man-made fibres), knitted or crocheted",413202
4528,520641,"Multiple """"folded"""" or cabled cotton yarn containing predominantly, but < 85% cotton by weight, ...""",,,,,,,,,,,,"Cotton yarn; (not sewing thread), multiple or cabled, of combed fibres, less than 85% by weight of cotton, 714.29 decitex or more (not exceeding 14 metric number) per single yarn, not for retail sale",411220
4529,50100,"Human hair, unworked, whether or not washed or scoured; waste of human hair",,,,,,,,,,,,"Animal products; hair, human, unworked, whether or not washed or scoured, and waste of human hair",7111
4530,730590,"Tubes and pipes having circular cross-sections and an external diameter of > 406,4 mm, of flat-rolled ...",,,,,,,,,,,,"Iron or steel (excluding cast iron); tubes and pipes n.e.c. in heading no. 7305, having circular cross-sections, external diameter exceeds 406.4mm, (not seamless)",311220
4531,30326,"Frozen eels """"Anguilla spp.""""""""",,,,,,,,,,,,"Fish; frozen, eels (Anguilla spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",113101
4532,550820,"Sewing thread of artificial staple fibres, whether or not put up for retail sale",,,,,,,,,,,,"Sewing thread; of artificial staple fibres, whether or not put up for retail sale",411220
4533,540774,"Woven fabrics of yarn containing >= 85% synthetic filament by weight, incl. monofilament of ...",,,,,,,,,,,,"Fabrics, woven; containing 85% or more by weight of synthetic filaments (excluding nylon or other polyamides and polyesters), printed",411220
4534,520531,"Multiple """"folded"""" or cabled cotton yarn, of uncombed fibres, containing >= 85% cotton by ...""",,,,,,,,,,,,"Cotton yarn; (not sewing thread), multiple or cabled, of uncombed fibres, 85% or more by weight of cotton, 714.29 decitex or more (not exceeding 14 metric number) per single yarn, not for retail sale",411220
4535,200850,"Apricots, prepared or preserved, whether or not containing added sugar or other sweetening ...",,,,,,,,,,,,"Fruit; apricots, prepared or preserved in ways n.e.c. in heading no. 2007, whether or not containing added sugar, other sweetening matter or spirit",113201
4536,200710,"Homogenised preparations of jams, jellies, marmalades, fruit or nut purées and nut pastes, ...",,,,,,,,,,,,"Jams, fruit jellies, marmalades, fruit or nut puree and fruit or nut pastes; homogenised, cooked preparations, whether or not containing added sugar or other sweetening matter",113201
4537,521212,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",,,,,,,,,,,,"Fabrics, woven; of cotton, bleached, weighing not more than 200g/m2, n.e.c. in chapter 52",411220
4538,844610,Weaving machines for weaving fabrics of a width <= 30 cm,,,,,,,,,,,,Weaving machines (looms); for weaving fabrics of a width 30cm or less,412010
4539,521141,"Plain woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, mixed ...",,,,,,,,,,,,"Fabrics, woven; containing less than 85% by weight of cotton, mixed mainly or solely with man-made fibres, weighing more than 200g/m2, of yarns of different colours, plain weave",411220
4540,30739,"Mussels """"Mytilus spp., Perna spp."""", smoked, frozen, dried, salted or in brine, with or without ...""",,,,,,,,,,,,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",113101
4541,293137,"Bis[(5-ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl] methylphosphonate",,,,,,,,,,,,"Organo-inorganic compounds; organo-phosphorus derivatives, bis[(5-Ethyl-2-methyl-2-oxido-1,3,2-dioxaphosphinan-5-yl)methyl methyl methylphosphonate]",211220
4542,370298,"Photographic film, sensitised, in rolls, unexposed, with perforations, for monochrome photography, ...",,,,,,,,,,,,"Photographic film; other than for colour photography, in rolls, sensitised, unexposed, of a width exceeding 35mm (other than of paper, paperboard or textiles)",611220
4543,521221,"Woven fabrics of cotton, containing predominantly, but < 85% cotton by weight, other than those ...",,,,,,,,,,,,"Fabrics, woven; of cotton, unbleached, weighing more than 200g/m2, n.e.c. in chapter 52",411220
4544,821510,"Sets of spoons, forks or other articles of heading 8215, which may also contain up to an equivalent ...",,,,,,,,,,,,"Cutlery; sets of assorted articles (e.g. spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and similar), with at least one article plated with precious metal",313202
4545,370232,"Photographic film """"incl. instant print film"""", in rolls, sensitised, unexposed, without perforations, ...""",,,,,,,,,,,,"Photographic film; in rolls, with silver halide emulsion, sensitised, unexposed, without sprocket holes, of a width not exceeding 105mm (other than of paper, paperboard or textiles)",611220
4546,580123,"Cut weft pile fabrics, of cotton (excluding terry towelling and similar woven terry fabrics, ...",,,,,,,,,,,,"Fabrics; woven pile, of cotton, weft pile fabrics other than uncut and corduroy, other than fabrics of heading no. 5802 or 5806",411220
4547,71440,"Taro """"Colocasia spp."""", fresh, chilled, frozen or dried, whether or not sliced or in the ...""",,,,,,,,,,,,"Vegetable roots and tubers; taro (Colocasia spp.) with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets",113101
4548,844315,Letterpress printing machinery (excluding flexographic printing and reel fed machinery),,,,,,,,,,,,"Printing machinery; letterpress, other than reel-fed, excluding flexographic printing",612010
4549,90932,"Cumin seeds, crushed or ground",,,,,,,,,,,,"Spices; cumin seeds, crushed or ground",113101
4550,441090,"Board of bagasse, bamboo or cereal straw particles or other ligneous materials, whether or ...",,,,,,,,,,,,"Particle board, oriented strand board (OSB) and similar board of ligneous materials other than wood, whether or not agglomerated with resins or other organic binding substances",311210
